"lon","lat","time"
5.7319506,53.1502836,2013-07-13 11:10:35
5.7310812,53.1504272,2013-07-13 11:40:24
5.7319074,53.1505034,2013-07-13 12:10:13
5.7331844,53.1504796,2013-07-13 12:25:26
5.732747,53.1511753,2013-07-13 12:40:35
5.7325009,53.1511498,2013-07-13 13:10:18
5.7372504,53.1513212,2013-07-13 13:40:12
5.737849,53.1513085,2013-07-13 14:10:32
5.7375341,53.1522328,2013-07-13 14:40:08
5.7380731,53.150969,2013-07-13 15:09:45
5.7364664,53.1520436,2013-07-13 15:39:53
5.7369159,53.1517448,2013-07-13 16:10:08
5.6975349,53.1448635,2013-07-13 16:39:53
5.6688521,53.0824927,2013-07-13 17:10:32
5.6680863,53.0824597,2013-07-13 17:25:27
5.6680981,53.0825746,2013-07-13 17:40:23
5.6688694,53.0821576,2013-07-13 17:55:29
5.6682928,53.0823178,2013-07-13 18:10:33
5.6680078,53.0828562,2013-07-13 18:25:48
5.6675506,53.0831071,2013-07-13 18:40:56
5.6674046,53.0833346,2013-07-13 18:55:52
5.6675836,53.0830822,2013-07-13 19:10:52
5.6148679,53.0278654,2013-07-13 19:25:54
5.5708229,53.0028134,2013-07-13 19:56:08
5.5708554,53.0028127,2013-07-13 20:26:30
5.572865,53.0034316,2013-07-13 20:56:22
5.5728662,53.00345,2013-07-13 21:26:13
5.5728248,53.0034543,2013-07-13 21:56:21
5.5720496,53.0030462,2013-07-13 22:27:12
5.5721576,53.0026889,2013-07-13 22:57:09
5.5727498,53.003204,2013-07-13 23:27:05
5.5730914,53.0034401,2013-07-13 23:57:37
5.5730652,53.0034538,2013-07-14 00:27:31
5.5730184,53.0034835,2013-07-14 00:57:24
5.5730308,53.0034764,2013-07-14 01:27:34
5.5730329,53.0034506,2013-07-14 01:57:30
5.5730179,53.0034458,2013-07-14 02:28:02
5.5728402,53.0034363,2013-07-14 02:58:10
5.5728452,53.0034119,2013-07-14 03:28:04
5.5728221,53.0034039,2013-07-14 03:54:27
5.5701367,53.0021475,2013-07-14 04:09:22
5.5659976,52.9840033,2013-07-14 04:24:18
5.5655636,52.9838122,2013-07-14 04:39:34
5.5610004,52.9840774,2013-07-14 04:54:30
5.5650988,52.9838529,2013-07-14 05:09:38
5.5652813,52.9838055,2013-07-14 05:24:38
5.5664628,52.9842477,2013-07-14 05:39:30
5.5664638,52.9841541,2013-07-14 05:54:57
5.5655527,52.9851708,2013-07-14 06:10:15
5.565965,52.9847859,2013-07-14 06:25:06
5.5659432,52.9847753,2013-07-14 06:40:01
5.5658704,52.9847696,2013-07-14 06:54:57
5.5659143,52.984689,2013-07-14 07:09:54
5.5663172,52.9843111,2013-07-14 07:24:49
5.4657135,52.9348179,2013-07-14 07:39:45
5.454657,52.9406382,2013-07-14 07:54:58
5.4555876,52.9409629,2013-07-14 08:10:08
5.455403,52.9410517,2013-07-14 08:25:05
5.455363,52.9409146,2013-07-14 08:40:00
5.4553695,52.9408871,2013-07-14 08:54:57
5.4550492,52.9408425,2013-07-14 09:09:53
5.4550045,52.9404043,2013-07-14 09:24:48
5.4550051,52.940394,2013-07-14 09:40:00
5.4546866,52.9404238,2013-07-14 10:09:38
5.454515,52.9404831,2013-07-14 10:24:32
5.4546591,52.9408577,2013-07-14 10:39:28
5.4544017,52.9407469,2013-07-14 11:09:20
5.4549274,52.9408839,2013-07-14 11:39:18
5.4546195,52.9408537,2013-07-14 12:09:08
5.4547047,52.9405505,2013-07-14 12:38:58
5.454797,52.9403516,2013-07-14 13:09:40
5.4539854,52.9403441,2013-07-14 13:38:38
5.4396891,52.9310985,2013-07-14 14:08:47
5.423247,52.9119042,2013-07-14 14:29:35
5.3833511,52.8785109,2013-07-14 14:45:04
5.3832746,52.8785362,2013-07-14 15:00:04
5.3832159,52.8787992,2013-07-14 15:15:08
5.3832683,52.8789779,2013-07-14 15:30:07
5.3829221,52.8787262,2013-07-14 15:45:02
5.3834403,52.8786493,2013-07-14 16:15:08
5.3833871,52.87862,2013-07-14 16:30:06
5.3832887,52.8783043,2013-07-14 16:45:02
5.3833586,52.8783886,2013-07-14 17:14:53
5.3834729,52.8786972,2013-07-14 17:44:29
5.3834045,52.8785326,2013-07-14 17:59:41
5.3834083,52.8785557,2013-07-14 18:14:47
5.3835191,52.8788453,2013-07-14 18:29:59
5.3840705,52.8791443,2013-07-14 18:45:31
5.3837564,52.8790049,2013-07-14 19:00:28
5.3836189,52.8786928,2013-07-14 19:15:25
5.3837877,52.8785205,2013-07-14 19:30:36
5.3832535,52.8782073,2013-07-14 19:45:31
5.3832458,52.8782079,2013-07-14 20:00:28
5.3834882,52.8782314,2013-07-14 20:30:31
5.4032047,52.9129339,2013-07-14 21:00:42
5.4031557,52.912982,2013-07-14 21:31:09
5.4031453,52.9129747,2013-07-14 22:00:59
5.4031666,52.9129782,2013-07-14 22:30:52
5.4031665,52.9130159,2013-07-14 23:01:01
5.4030784,52.9129524,2013-07-14 23:31:05
5.4030979,52.9154486,2013-07-15 00:00:59
5.4029864,52.9154195,2013-07-15 00:31:09
5.4030994,52.9128327,2013-07-15 01:01:26
5.4024329,52.9122616,2013-07-15 01:31:22
5.4094759,52.9148752,2013-07-15 02:01:18
5.4094264,52.9148471,2013-07-15 02:31:38
5.4093464,52.9147611,2013-07-15 03:01:30
5.4095301,52.9147939,2013-07-15 03:31:22
5.3914232,52.8946711,2013-07-15 03:46:33
5.3892531,52.895545,2013-07-15 04:01:28
5.3883272,52.8967427,2013-07-15 04:16:25
5.3882788,52.8967267,2013-07-15 04:31:20
5.3884068,52.8967472,2013-07-15 04:46:17
5.3882822,52.8965767,2013-07-15 05:01:39
5.3886804,52.896718,2013-07-15 05:16:40
5.388842,52.8967341,2013-07-15 05:32:16
5.3894644,52.8957468,2013-07-15 05:47:37
5.3918394,52.8822976,2013-07-15 06:02:33
5.3829222,52.8787744,2013-07-15 06:17:29
5.3830944,52.8789883,2013-07-15 06:32:23
5.3828882,52.8787107,2013-07-15 06:47:21
5.3829364,52.8782827,2013-07-15 07:02:33
5.3830408,52.8784529,2013-07-15 07:17:28
5.3828159,52.8784256,2013-07-15 07:44:36
5.3827543,52.8783227,2013-07-15 07:59:35
5.3826742,52.8783229,2013-07-15 08:15:02
5.3826353,52.8783153,2013-07-15 08:43:53
5.3833941,52.8785623,2013-07-15 09:13:27
5.3838245,52.8788781,2013-07-15 09:43:23
5.3839008,52.8787236,2013-07-15 09:58:16
5.3839064,52.878644,2013-07-15 10:13:27
5.3840415,52.8785547,2013-07-15 10:28:38
5.3837913,52.8784371,2013-07-15 10:43:44
5.3836373,52.878331,2013-07-15 11:14:08
5.3838159,52.8786427,2013-07-15 11:44:07
5.3838257,52.8787359,2013-07-15 11:59:17
5.3838222,52.8787487,2013-07-15 12:14:14
5.3838744,52.8790086,2013-07-15 12:44:04
5.384109,52.8787826,2013-07-15 13:13:42
5.383008,52.8784117,2013-07-15 13:43:34
5.3833126,52.8786362,2013-07-15 14:13:38
5.383219,52.8786632,2013-07-15 14:44:09
5.3831888,52.8787172,2013-07-15 15:13:08
5.3829348,52.8788441,2013-07-15 15:43:21
5.3830193,52.8788639,2013-07-15 15:58:12
5.3820901,52.8815007,2013-07-15 16:13:08
5.3837525,52.8782269,2013-07-15 16:43:03
5.4400173,52.9311539,2013-07-15 17:13:38
5.4401019,52.9311435,2013-07-15 17:30:12
5.4795396,52.911317,2013-07-15 17:45:08
5.4786669,52.9115061,2013-07-15 18:14:29
5.4796439,52.9113478,2013-07-15 18:44:37
5.5159253,52.9524926,2013-07-15 18:59:31
5.5665409,53.0027949,2013-07-15 19:14:28
5.5702594,53.0029658,2013-07-15 19:44:35
5.5701554,53.0029519,2013-07-15 20:00:05
5.5724034,53.0032213,2013-07-15 20:30:12
5.5728499,53.0031529,2013-07-15 21:00:01
5.5730748,53.0033672,2013-07-15 21:30:05
5.572983,53.0034232,2013-07-15 22:00:18
5.5729974,53.0034718,2013-07-15 22:30:12
5.5730018,53.0034127,2013-07-15 23:00:16
5.5729993,53.0034427,2013-07-15 23:30:12
5.5730657,53.0034248,2013-07-16 00:00:38
5.573085,53.003421,2013-07-16 00:30:25
5.5730434,53.0034522,2013-07-16 01:00:15
5.5730429,53.003401,2013-07-16 01:30:25
5.5730158,53.003447,2013-07-16 02:00:29
5.5730296,53.0034169,2013-07-16 02:31:08
5.5729289,53.0034074,2013-07-16 03:01:19
5.5723732,53.0032573,2013-07-16 03:30:22
5.5884748,53.0843153,2013-07-16 03:45:18
5.5922749,53.0896042,2013-07-16 04:00:15
5.5922118,53.0895485,2013-07-16 04:17:35
5.5926251,53.0897103,2013-07-16 04:32:47
5.6427605,53.1069055,2013-07-16 04:47:48
5.6653337,53.1028931,2013-07-16 05:02:40
5.7296859,53.1038135,2013-07-16 05:17:36
5.7331606,53.1315447,2013-07-16 05:32:44
5.7332125,53.1314497,2013-07-16 05:47:53
5.7334625,53.1314568,2013-07-16 06:03:08
5.7331911,53.1314311,2013-07-16 06:18:22
5.7332006,53.1313536,2013-07-16 06:33:17
5.733344,53.1309731,2013-07-16 06:48:15
5.6875975,53.1856413,2013-07-16 07:03:11
5.687683,53.1857101,2013-07-16 07:18:39
5.687855,53.1856764,2013-07-16 07:33:59
5.6872255,53.1857268,2013-07-16 07:49:17
5.6873277,53.1856953,2013-07-16 08:05:01
5.6872586,53.1857997,2013-07-16 08:19:58
5.6881946,53.1857786,2013-07-16 08:37:49
5.6881945,53.1858017,2013-07-16 08:52:45
5.6882112,53.1858748,2013-07-16 09:13:01
5.6880981,53.1857392,2013-07-16 09:28:15
5.6872843,53.1860998,2013-07-16 09:58:35
5.6872966,53.1861196,2013-07-16 10:13:32
5.6873662,53.1861875,2013-07-16 10:42:51
5.6873936,53.1862003,2013-07-16 10:57:48
5.6874429,53.1861729,2013-07-16 11:13:33
5.6874658,53.1862078,2013-07-16 11:28:30
5.6874153,53.1862497,2013-07-16 11:43:34
5.68741,53.1862028,2013-07-16 11:58:35
5.6874021,53.1862119,2013-07-16 12:14:02
5.6873928,53.1862258,2013-07-16 12:28:58
5.687381,53.1861305,2013-07-16 12:43:55
5.6873602,53.1861675,2013-07-16 12:59:07
5.6873891,53.1861101,2013-07-16 13:14:16
5.6873636,53.1860985,2013-07-16 13:36:54
5.6875332,53.1860547,2013-07-16 13:51:57
5.6875478,53.1861094,2013-07-16 14:07:02
5.6875487,53.1861151,2013-07-16 14:22:02
5.68738,53.1861226,2013-07-16 14:52:18
5.6875285,53.1861304,2013-07-16 15:07:24
5.6875215,53.1861118,2013-07-16 15:22:19
5.6874594,53.1861345,2013-07-16 15:43:08
5.6872791,53.1862,2013-07-16 16:13:18
5.6840772,53.113095,2013-07-16 16:28:11
5.6717908,53.0807169,2013-07-16 16:43:09
5.671885,53.0809448,2013-07-16 16:58:32
5.6720245,53.0809504,2013-07-16 17:13:30
5.6730844,53.0816729,2013-07-16 17:43:05
5.6287743,53.0965596,2013-07-16 18:03:05
5.6592695,53.0828895,2013-07-16 18:18:01
5.6738055,53.0812087,2013-07-16 18:42:18
5.6713897,53.0807275,2013-07-16 18:57:13
5.6717704,53.0809041,2013-07-16 19:12:08
5.6368478,53.1201751,2013-07-16 19:27:24
5.6374726,53.119963,2013-07-16 19:42:37
5.6486187,53.124926,2013-07-16 19:57:28
5.6959276,53.1450651,2013-07-16 20:12:38
5.6960358,53.1452308,2013-07-16 20:42:34
5.6961397,53.1449933,2013-07-16 21:12:41
5.6968715,53.1446398,2013-07-16 21:42:32
5.6969051,53.14466,2013-07-16 22:12:38
5.6969176,53.144728,2013-07-16 22:42:48
5.6970625,53.1447725,2013-07-16 23:13:00
5.6971986,53.1447271,2013-07-16 23:42:51
5.6970869,53.1446527,2013-07-17 00:13:08
5.697081,53.1446631,2013-07-17 00:43:18
5.6970663,53.1446633,2013-07-17 01:13:10
5.6970602,53.1446647,2013-07-17 01:43:05
5.6967089,53.1446921,2013-07-17 02:13:20
5.6967541,53.1446216,2013-07-17 02:43:35
5.6969172,53.1446085,2013-07-17 03:13:25
5.6973973,53.1446377,2013-07-17 03:28:21
5.6615749,53.1409355,2013-07-17 03:43:33
5.6618997,53.1410358,2013-07-17 03:58:29
5.6475765,53.1466746,2013-07-17 04:13:26
5.5858466,53.1516117,2013-07-17 04:28:21
5.5856981,53.1516008,2013-07-17 04:43:17
5.5856012,53.1516818,2013-07-17 04:58:23
5.5854525,53.1516233,2013-07-17 05:13:35
5.5498635,53.1479879,2013-07-17 05:28:53
5.4966653,53.1433476,2013-07-17 05:43:48
5.496182,53.1435416,2013-07-17 05:58:44
5.4960828,53.1431556,2013-07-17 06:14:13
5.4961864,53.143361,2013-07-17 06:29:26
5.49603,53.1432668,2013-07-17 06:44:21
5.496455,53.143094,2013-07-17 06:59:33
5.4297431,53.1095366,2013-07-17 07:14:31
5.3982602,52.9983669,2013-07-17 07:29:35
5.4201372,52.9923396,2013-07-17 07:44:35
5.4185971,52.9922717,2013-07-17 07:59:31
5.4189679,52.9922264,2013-07-17 08:14:29
5.4192152,52.9923775,2013-07-17 08:29:23
5.4197521,52.9926251,2013-07-17 08:44:46
5.3710669,53.0768289,2013-07-17 09:12:15
5.3699461,53.075859,2013-07-17 09:42:30
5.3698962,53.075923,2013-07-17 10:12:38
5.3711617,53.0770768,2013-07-17 10:42:10
5.3705082,53.0771621,2013-07-17 10:57:06
5.3697087,53.0774637,2013-07-17 11:12:34
5.3697623,53.0776413,2013-07-17 11:27:30
5.3698241,53.0776975,2013-07-17 11:42:26
5.3700974,53.078507,2013-07-17 11:57:38
5.3700715,53.0786212,2013-07-17 12:12:33
5.37026,53.0783851,2013-07-17 12:42:25
5.37049,53.0783006,2013-07-17 13:12:04
5.3703617,53.0785305,2013-07-17 13:42:08
5.3698555,53.0787943,2013-07-17 14:12:32
5.3701475,53.0787857,2013-07-17 14:41:58
5.3699696,53.0786648,2013-07-17 15:11:56
5.3699197,53.0787279,2013-07-17 15:26:56
5.3699402,53.0787197,2013-07-17 15:42:08
5.3700468,53.0788686,2013-07-17 16:12:08
5.369983,53.0787328,2013-07-17 16:41:36
5.3700523,53.078768,2013-07-17 17:42:09
5.3701718,53.0781756,2013-07-17 17:57:15
5.3701496,53.0781883,2013-07-17 18:12:14
5.3687553,53.0787444,2013-07-17 18:42:18
5.3680631,53.0791995,2013-07-17 18:57:29
5.357842,53.0884916,2013-07-17 19:12:32
5.3726436,53.0772966,2013-07-17 19:27:26
5.3727887,53.0773854,2013-07-17 19:42:34
5.3726687,53.0760547,2013-07-17 19:57:34
5.3728245,53.0761726,2013-07-17 20:27:55
5.3726617,53.076351,2013-07-17 20:58:03
5.372109,53.0763668,2013-07-17 21:27:58
5.3718352,53.0764914,2013-07-17 21:58:05
5.3726954,53.0766229,2013-07-17 22:27:57
5.3728182,53.0769239,2013-07-17 22:58:07
5.3726119,53.0768826,2013-07-17 23:28:13
5.3725075,53.0768808,2013-07-17 23:58:05
5.3722713,53.0767897,2013-07-18 00:27:57
5.371345,53.0767904,2013-07-18 00:57:48
5.3717107,53.0768244,2013-07-18 01:28:01
5.371529,53.0769861,2013-07-18 01:58:08
5.3719254,53.076849,2013-07-18 02:27:58
5.3719484,53.0768132,2013-07-18 02:58:04
5.3720342,53.0768234,2013-07-18 03:28:08
5.3719968,53.0768303,2013-07-18 03:43:07
5.3721124,53.0778932,2013-07-18 03:58:03
5.4000286,53.0981279,2013-07-18 04:13:32
5.3999425,53.0981012,2013-07-18 04:28:43
5.3996568,53.0981173,2013-07-18 04:43:39
5.4000437,53.0982164,2013-07-18 04:58:35
5.4000266,53.0983816,2013-07-18 05:13:30
5.4011002,53.1005877,2013-07-18 05:28:59
5.4057466,53.1086802,2013-07-18 05:43:54
5.4060143,53.1094619,2013-07-18 05:58:50
5.4331845,53.1117484,2013-07-18 06:14:02
5.4332694,53.1117104,2013-07-18 06:28:58
5.4335258,53.1116694,2013-07-18 06:43:54
5.4332719,53.1115099,2013-07-18 06:59:02
5.4307361,53.1109973,2013-07-18 07:14:02
5.4307631,53.1096057,2013-07-18 07:29:08
5.430183,53.1095137,2013-07-18 07:44:35
5.430202,53.1093298,2013-07-18 07:59:37
5.4308753,53.1098373,2013-07-18 08:15:05
5.4311093,53.1099033,2013-07-18 08:30:01
5.4314086,53.1098241,2013-07-18 08:44:57
5.4319761,53.1102196,2013-07-18 08:59:57
5.4322637,53.1105614,2013-07-18 09:14:50
5.4307939,53.1109693,2013-07-18 09:41:14
5.4309199,53.110944,2013-07-18 09:56:08
5.4320557,53.110648,2013-07-18 10:11:04
5.4318765,53.1110726,2013-07-18 10:40:29
5.4307939,53.1099298,2013-07-18 11:11:02
5.4303949,53.1102037,2013-07-18 11:40:39
5.430197,53.1097947,2013-07-18 12:10:21
5.4297595,53.1100838,2013-07-18 12:40:26
5.4304423,53.1106221,2013-07-18 13:10:17
5.4303974,53.1109188,2013-07-18 13:40:07
5.4384145,53.1067016,2013-07-18 14:11:32
5.3726502,53.07579,2013-07-18 14:40:24
5.3726182,53.0778143,2013-07-18 15:10:02
5.3712221,53.0786301,2013-07-18 15:40:00
5.3710384,53.0787571,2013-07-18 16:10:14
5.3710439,53.0788385,2013-07-18 16:40:18
5.3710989,53.0787104,2013-07-18 17:10:38
5.371081,53.0787192,2013-07-18 17:40:39
5.3702309,53.0790114,2013-07-18 18:10:39
5.3701741,53.0790396,2013-07-18 18:25:41
5.3701366,53.0791185,2013-07-18 18:40:53
5.3700089,53.07922,2013-07-18 18:55:49
5.3699536,53.0792834,2013-07-18 19:10:46
5.3700409,53.0792875,2013-07-18 19:25:57
5.3698939,53.0790929,2013-07-18 19:40:52
5.3696071,53.0791021,2013-07-18 20:10:55
5.367693,53.0789144,2013-07-18 20:41:07
5.372992,53.0762865,2013-07-18 21:11:28
5.3725745,53.0757846,2013-07-18 21:41:24
5.3719517,53.0756852,2013-07-18 22:11:39
5.3719777,53.0769066,2013-07-18 23:11:48
5.3715244,53.0772407,2013-07-18 23:42:09
5.3718942,53.0774338,2013-07-19 00:12:20
5.3722822,53.0764088,2013-07-19 00:42:16
5.3722475,53.0763964,2013-07-19 01:12:03
5.3722752,53.0763859,2013-07-19 02:12:38
5.3722396,53.0763794,2013-07-19 02:42:25
5.3722581,53.0763843,2013-07-19 03:12:17
5.3720937,53.076988,2013-07-19 03:38:58
5.3698862,53.0792816,2013-07-19 03:56:33
5.4221949,53.1035617,2013-07-19 04:11:29
5.422435,53.1033792,2013-07-19 04:26:25
5.4324016,53.1106827,2013-07-19 04:41:22
5.4324201,53.1106307,2013-07-19 04:56:28
5.432367,53.1105901,2013-07-19 05:11:45
5.4319664,53.1105396,2013-07-19 05:26:53
5.4323524,53.1105559,2013-07-19 05:42:06
5.4324738,53.1105168,2013-07-19 05:57:04
5.4321271,53.1102585,2013-07-19 06:12:03
5.4311784,53.1099217,2013-07-19 06:26:56
5.4311041,53.1098372,2013-07-19 06:41:53
5.4313815,53.1097638,2013-07-19 06:57:04
5.4315327,53.1099031,2013-07-19 07:12:03
5.4312019,53.1099756,2013-07-19 07:27:06
5.4314963,53.1100493,2013-07-19 07:42:18
5.4319401,53.1102566,2013-07-19 07:57:38
5.4318169,53.1100447,2013-07-19 08:12:31
5.4293063,53.1100183,2013-07-19 08:40:15
5.4293748,53.1103101,2013-07-19 08:55:13
5.4288253,53.1105957,2013-07-19 09:10:07
5.431263,53.1098526,2013-07-19 09:40:06
5.4314123,53.1098746,2013-07-19 10:10:38
5.4313557,53.1098915,2013-07-19 11:10:08
5.3708241,53.0770277,2013-07-19 11:39:57
5.370223,53.0786078,2013-07-19 12:39:41
5.3702542,53.0786091,2013-07-19 13:09:37
5.3709098,53.0790086,2013-07-19 13:39:54
5.3707495,53.0785738,2013-07-19 14:10:38
5.3707966,53.0787139,2013-07-19 14:39:44
5.3709581,53.0787262,2013-07-19 15:09:32
5.3710039,53.0786553,2013-07-19 15:39:25
5.369814,53.0791781,2013-07-19 16:09:38
5.3699283,53.0791397,2013-07-19 16:24:30
5.370027,53.0792358,2013-07-19 16:39:46
5.3698879,53.0792094,2013-07-19 17:09:59
5.3701179,53.0790198,2013-07-19 17:39:07
5.3703908,53.0789292,2013-07-19 18:08:59
5.3704043,53.0788362,2013-07-19 18:38:51
5.3703519,53.078839,2013-07-19 19:08:27
5.3702027,53.0789091,2013-07-19 19:38:28
5.3701258,53.0789224,2013-07-19 19:53:41
5.3703341,53.0789811,2013-07-19 20:54:18
5.3706229,53.0788658,2013-07-19 21:24:09
5.3709788,53.0786723,2013-07-19 21:54:39
5.3711233,53.0787347,2013-07-19 22:24:27
5.371219,53.078634,2013-07-19 22:54:39
5.3717846,53.0782891,2013-07-19 23:24:42
5.3716644,53.0782529,2013-07-19 23:54:39
5.3717546,53.0781925,2013-07-20 00:24:26
5.3717107,53.0782345,2013-07-20 01:25:09
5.3716894,53.0782596,2013-07-20 02:24:56
5.370711,53.0756962,2013-07-20 02:55:03
5.3713757,53.0758663,2013-07-20 03:24:59
5.3730151,53.0763828,2013-07-20 03:54:51
5.3725934,53.0773457,2013-07-20 04:10:32
5.3724577,53.077566,2013-07-20 04:27:37
5.3727899,53.0767836,2013-07-20 04:43:20
5.3728596,53.0768093,2013-07-20 04:58:15
5.4219936,53.0971501,2013-07-20 05:13:11
5.4284187,53.101745,2013-07-20 05:28:07
5.4314397,53.1100441,2013-07-20 05:43:03
5.4307679,53.1099306,2013-07-20 05:58:14
5.4306158,53.110043,2013-07-20 06:13:10
5.4315903,53.1109545,2013-07-20 06:28:06
5.4317355,53.1110856,2013-07-20 06:43:13
5.4309934,53.1107417,2013-07-20 07:13:42
5.4315385,53.1108595,2013-07-20 07:28:38
5.4314095,53.1108497,2013-07-20 07:43:50
5.4310145,53.1102357,2013-07-20 07:58:46
5.4308363,53.1098368,2013-07-20 08:14:08
5.4308241,53.1098291,2013-07-20 08:29:10
5.4344308,53.1123344,2013-07-20 08:44:06
5.3717566,53.077987,2013-07-20 08:59:00
5.3716458,53.0780427,2013-07-20 09:14:13
5.3717998,53.077955,2013-07-20 09:29:09
5.3718922,53.0777841,2013-07-20 09:44:05
5.3719878,53.0776923,2013-07-20 09:59:12
5.3725437,53.0775301,2013-07-20 10:29:08
5.3707443,53.0787972,2013-07-20 10:44:09
5.3721123,53.078056,2013-07-20 11:15:08
5.3718025,53.0766697,2013-07-20 11:53:56
